id,default_12m
103825,0
100779,1
104929,0
108283,0
102531,0
103642,0
108969,0
111843,1
110689,0
102170,0
102179,0
107143,0
113991,0
112750,0
108563,0
109920,0
109259,0
106805,0
104745,0
112884,0
109669,0
114868,0
114400,0
104956,0
100115,0
105598,0
102826,0
108045,0
114990,0
102523,0
104100,1
103211,0
103218,0
104561,0
101905,0
111858,1
105339,0
101961,0
101778,0
114861,0
107211,0
100994,0
100258,0
114398,0
100425,0
108191,1
104166,0
106564,0
103007,0
105673,0
104069,0
107087,0
112955,0
113810,0
113010,0
110984,0
109462,0
111719,0
111278,0
114534,0
100414,0
112170,0
104516,0
103622,0
109221,0
107438,0
100637,0
102260,0
107013,0
108835,0
109599,0
109537,0
110780,0
103875,0
105117,0
108224,0
105717,0
110156,0
111461,0
109381,0
109482,0
112843,0
104794,0
103784,0
113241,0
101879,0
112777,0
100902,0
104134,0
102903,0
112409,0
103575,0
106309,0
108169,0
101158,1
110094,1
101451,0
108370,0
113601,0
112715,0
107718,0
107737,0
103148,0
113070,0
101454,0
110397,0
107703,0
111377,0
113656,1
114353,0
101978,0
107432,0
112019,0
102176,0
101589,0
102605,0
101452,0
104392,0
111052,1
102144,0
112728,0
110293,0
104393,0
102561,0
104726,0
101727,0
107727,0
112767,0
101395,0
114442,0
113212,1
100176,0
108770,0
103820,0
113314,0
102706,0
106491,0
100122,0
101061,0
109436,1
111896,0
105862,0
112892,0
107541,0
105687,0
110661,0
111014,0
112885,0
105523,0
113834,0
110788,0
113345,0
111491,0
109993,0
101134,0
100929,1
105824,0
100873,0
112934,1
113392,0
102509,0
101231,0
113421,1
112953,0
106360,0
113076,0
107921,0
113310,0
114892,0
109173,0
109586,1
108668,0
108348,0
103110,0
111872,0
114171,1
110461,1
114176,0
109043,0
102018,0
114733,0
107597,0
102571,0
102677,1
106956,0
102566,1
109803,0
111817,1
102889,0
107985,0
102628,0
112216,1
104013,1
107615,0
114388,0
104813,1
104586,0
106575,0
113897,0
112587,0
106135,1
113151,0
103387,0
109904,0
103765,0
100265,0
114984,0
104076,0
113934,0
111333,0
102495,1
105225,0
107425,0
108037,0
101526,0
111850,0
101832,0
110996,0
102714,1
101085,1
102908,0
110987,0
114271,0
112864,0
109289,0
102271,0
113559,0
108076,1
106773,0
112152,1
106117,0
104322,0
108284,0
103247,0
107720,0
105427,0
109030,0
110497,0
110673,0
102452,0
113782,0
111158,0
100330,0
103796,0
109428,0
114438,0
112479,0
114679,1
100066,0
104394,0
100033,0
100181,0
113736,0
111940,0
114763,0
101155,0
110070,0
113133,0
112480,0
104608,0
114537,0
110308,0
114479,1
111975,0
104699,0
100266,0
108187,0
102264,0
105494,1
102462,1
101434,0
111818,0
101011,0
107542,1
108699,0
103260,0
105196,1
101674,0
109512,0
102173,0
112653,1
104710,0
113771,0
109944,0
113488,1
109563,0
101194,0
105813,0
105074,0
108222,0
111478,0
102761,0
104313,0
110899,0
100068,0
104162,0
103282,0
101654,0
107826,0
102919,0
104063,0
107769,0
109674,0
106697,0
104221,1
109624,0
103577,0
110542,0
100517,0
108165,0
110135,0
110980,0
102463,0
108174,0
101336,0
103209,0
102388,0
107929,0
113478,0
110423,0
109301,0
106193,0
112228,0
101257,0
114420,0
105165,0
100259,0
102794,0
101973,0
112450,0
111912,0
106948,0
109551,0
104181,0
103418,0
103082,0
102796,0
114287,0
109734,0
107650,0
110637,0
100150,0
103649,0
105474,0
105617,0
111202,0
107080,0
107182,0
104567,0
106345,0
110482,0
103777,1
102900,0
107226,0
104351,0
108869,0
103214,0
111257,0
106009,0
101260,0
104589,1
107370,0
109029,0
104012,0
103621,0
105517,0
101691,0
112360,1
106708,0
100540,1
109770,0
109525,0
100949,0
108369,0
112071,0
106418,0
108718,0
114510,0
102753,0
102397,0
100426,0
104009,0
101001,1
106319,0
103184,0
101262,0
109971,0
109714,0
112267,0
101588,0
112491,0
111923,0
103516,0
108731,0
104348,0
107454,0
107698,0
101112,0
106866,1
108651,0
105918,0
108781,0
107649,0
112523,0
102559,0
106505,0
107128,0
104701,0
101833,0
104216,0
114793,0
104733,0
106415,0
104593,0
114669,1
104189,0
114293,0
110287,0
112308,0
105349,0
106761,0
114366,0
113217,0
101338,0
108454,0
100996,0
108556,0
106366,0
108461,0
106372,0
102858,0
104525,0
112668,0
102810,0
102771,0
110085,1
114409,0
109380,0
112452,0
110795,0
105706,0
102246,0
114344,0
114297,0
111481,0
100101,0
109933,0
103198,0
114315,0
105048,0
100215,0
110010,0
104772,0
101981,0
114220,0
112554,0
101505,0
105583,0
106481,0
114515,0
104921,0
100045,0
101196,0
113829,0
109168,0
107841,0
110767,0
105003,0
105746,0
105155,0
100332,0
101206,0
113647,0
108977,0
104427,0
105372,0
103978,0
102131,1
106752,0
102857,0
101811,0
109128,0
107436,0
112176,0
100411,0
107375,0
101282,0
107663,0
101356,0
111763,0
108210,1
103175,0
109553,0
109256,0
110329,0
112122,0
103685,0
114232,0
100639,0
112082,0
109272,0
102637,0
107733,0
106789,0
114250,0
100946,0
107341,0
103518,0
113719,0
114046,0
109787,0
103281,0
110540,0
105756,0
109008,1
107810,0
101942,0
106803,0
108188,0
109635,0
103262,0
109845,0
113959,0
103639,0
114402,0
105307,0
108604,0
107203,0
107771,0
113218,0
110334,0
107237,1
106719,0
105465,0
114704,0
110054,1
109912,0
101755,0
111799,0
112952,1
102694,0
103240,0
104378,0
109174,0
101297,0
109744,0
108805,0
109549,0
111210,1
106515,1
113200,0
102997,0
112296,0
112496,0
113585,0
113868,0
108421,0
112412,0
107635,0
103821,0
114309,0
104520,0
104514,0
113380,1
110460,0
111091,0
113933,0
114178,0
112321,1
106054,0
101608,0
104106,0
114548,0
110546,0
112521,1
101217,0
102940,1
106392,0
103566,0
111108,0
108809,0
103105,0
109281,0
104239,0
101029,0
100470,0
113905,0
106124,0
100882,0
101322,0
106995,0
113197,1
109756,1
101157,0
104935,0
100327,0
108225,0
101004,0
104711,0
103303,0
101005,1
107971,0
109972,0
112585,0
108301,0
109388,1
108262,0
112729,0
100631,0
106536,0
106336,0
101047,0
113011,0
113995,1
114225,0
103279,0
100357,0
101971,0
114181,0
105403,1
109659,0
109192,0
106771,0
102622,0
110615,1
107477,0
104051,0
103924,0
108079,0
104674,0
103390,0
112392,0
109073,0
104830,0
104705,0
114499,0
108970,0
106408,0
100719,0
113160,0
107811,0
107174,0
104144,0
107566,0
110338,0
114478,0
100579,0
104266,0
106765,0
105521,0
111903,0
105785,0
109932,0
105654,0
108089,0
110938,0
110496,0
106890,0
105559,0
100997,0
100342,0
108122,0
102168,0
111527,0
105823,0
109955,0
112895,0
114978,0
111750,0
106705,0
107109,0
114673,0
102912,0
106872,0
102123,0
109116,0
109396,0
108297,0
102409,0
101996,0
104890,0
111294,0
103132,0
113132,0
103746,0
111313,0
102314,0
104428,0
109295,0
104256,0
108788,0
112929,0
110652,0
101696,0
103939,0
113214,0
108147,0
110213,0
107559,0
101235,0
102865,0
105312,0
110178,0
104230,1
106340,0
111707,0
103002,0
114489,1
112557,0
101038,0
113244,0
107882,0
102609,0
108622,0
113341,0
106000,1
105366,1
114004,0
102415,0
103016,0
112278,0
109707,0
102332,0
109921,0
110543,0
102722,0
101565,0
103487,0
114156,0
107531,0
105220,0
110523,0
112985,0
106815,0
106286,1
107739,0
101437,0
106051,0
111902,0
103221,1
107499,0
109239,0
111951,1
102294,0
101051,0
106545,0
103669,0
107078,0
112424,0
107345,0
114526,0
106998,0
109136,0
105302,0
110034,1
109470,0
107605,0
108961,0
111047,0
113932,0
107260,1
110610,0
112591,0
110138,0
104962,0
102207,0
109057,0
108399,0
101874,0
106769,0
106526,1
110400,0
109906,0
103244,0
105210,0
101722,0
111268,0
107465,0
102272,0
113099,0
113504,0
105790,0
102126,0
108786,0
113538,0
109233,0
110775,0
107377,0
107024,0
108400,0
102485,0
106220,0
104652,0
113549,0
100685,0
113790,0
101566,0
104387,1
102206,0
111398,0
114187,0
104385,0
107614,0
103603,0
103265,0
114307,0
105140,1
109412,0
102709,0
105121,0
109050,0
104396,0
111119,0
114365,0
102732,0
104253,0
103309,0
114715,0
109285,0
112942,1
107470,0
105681,1
107928,0
106385,0
112825,0
110309,1
113518,1
110814,0
111346,0
103498,0
114291,0
100983,0
107075,0
102470,0
102835,0
107352,0
109304,0
102928,0
102041,0
103995,0
106329,1
103423,0
107012,0
110422,0
105022,0
104296,0
112365,0
109072,0
104977,0
102905,0
103146,0
108171,0
113040,0
102890,1
103980,0
106281,0
103429,0
113586,0
103361,0
112966,0
112294,0
113283,1
105062,1
108985,0
107861,0
101972,0
101564,0
107766,1
112672,0
111755,0
102984,0
110659,0
105767,1
106073,0
113109,0
104619,0
104521,0
112403,0
114149,1
105814,0
111503,0
104783,0
107403,0
114505,0
112922,0
101115,0
111984,0
108305,0
111936,0
101340,1
109909,0
109114,0
106445,0
101610,0
100713,1
111292,0
105045,0
112163,0
103253,0
103794,0
113342,0
103830,0
105533,0
112908,0
106322,0
105015,0
103940,0
114251,0
114320,0
105667,1
108042,0
107016,0
103587,0
108250,0
114740,0
111830,0
107697,0
111580,0
114691,0
101204,0
114222,0
113397,0
111945,0
114248,0
101358,0
109794,0
114646,0
111861,0
110403,0
114816,0
102303,0
105781,0
107652,0
100901,0
100521,0
102880,0
111917,0
104518,0
106987,0
110285,0
100233,0
104957,0
110993,0
100647,0
108014,0
111832,1
114179,0
112460,0
106358,0
103271,0
107903,0
110847,0
107680,0
112095,0
114161,0
103367,0
109894,0
104771,1
104613,0
113511,0
103971,1
113743,0
104630,0
112143,1
109813,0
103406,0
106634,0
113277,0
102295,0
106848,0
106115,0
114418,0
110556,1
111405,0
113272,0
113547,0
102436,0
112861,0
113734,0
103388,0
104991,0
111529,1
102683,0
106065,0
112584,0
114877,0
102619,0
114934,0
102776,1
111194,0
109961,0
112959,0
100938,0
103648,0
106725,0
107150,1
112534,0
113799,0
108342,1
102438,0
109236,0
100908,0
112097,0
112300,0
101568,0
104192,0
106050,0
114324,1
113322,0
109712,0
101149,0
102728,0
113725,0
104487,0
114618,0
114500,0
108337,0
100633,1
100731,0
105046,0
111751,0
107890,0
109354,0
113650,0
107676,0
109286,0
103122,0
104731,0
114941,0
103955,0
105725,0
103873,0
104365,0
112576,0
100871,0
108504,0
102927,0
107036,0
110463,0
112492,0
113119,0
109405,0
101346,0
107303,0
101851,1
113724,0
114436,0
106663,0
102577,0
103456,0
110369,0
105326,0
110243,1
110069,0
113588,0
102518,0
105590,0
102258,0
104402,1
104943,0
110806,0
102930,0
110291,0
114259,0
104415,0
106170,0
106404,0
113722,0
100313,0
108121,0
102802,0
100028,0
114888,0
112945,0
114832,1
101083,0
112036,0
101845,0
109954,0
108573,0
106508,0
101146,0
108830,0
105079,0
106947,0
105378,0
104609,0
113840,0
107944,0
113343,0
113276,0
101590,0
114142,0
106509,0
104908,0
114443,0
105636,0
101486,0
107028,0
110844,1
112235,0
108206,0
104169,0
111359,1
113646,0
110199,0
101793,0
108806,0
105262,0
102603,0
105402,0
106161,0
100287,0
107786,0
100585,0
106720,0
102704,0
112920,1
106251,0
104682,0
112722,0
106880,0
112853,0
103538,0
109856,0
107518,0
112663,0
110705,0
111741,0
109533,0
102784,0
111717,0
107665,0
110690,0
107133,0
102901,0
100850,1
100906,0
111255,0
108732,0
113710,0
109926,1
104575,0
103957,0
107472,0
103990,0
111659,0
100319,0
100437,0
107915,1
101287,0
108736,0
102987,0
108287,0
100511,0
113349,0
106700,0
109545,0
107744,0
105459,0
109363,0
103180,0
112265,0
102103,0
106501,0
111705,0
101103,0
108499,0
100322,0
114354,1
108902,1
113441,0
103069,0
106763,1
102565,0
109231,0
109053,0
101111,0
101022,0
101584,0
101575,0
111356,0
106647,0
101711,0
102467,0
109720,0
107612,0
109948,0
112889,0
107008,1
109819,0
107876,0
106520,0
110447,0
112066,0
108077,1
114126,0
106639,0
114830,0
100423,0
101407,0
108657,0
113672,0
107040,0
114574,0
109974,0
105972,1
108822,0
102973,0
113063,0
101569,0
102152,0
112650,0
109009,1
102088,0
108066,0
108520,0
101419,0
108127,0
111522,0
105194,0
105963,1
109194,0
105166,0
100742,0
102977,0
112766,0
112032,0
112548,0
111807,0
103772,1
113496,0
105365,1
103946,0
106394,0
100128,0
107789,0
114777,0
106178,1
101941,0
107073,0
104001,0
100049,0
113295,0
102789,0
113883,0
104404,1
102569,0
103817,0
105215,0
103623,0
109634,0
108492,0
102373,0
106111,0
102615,0
111324,0
112516,0
111087,0
104975,0
106835,0
103991,0
106109,0
110604,0
114042,0
103607,0
106994,0
114590,0
114298,0
101445,0
109501,0
102029,0
112665,0
111676,0
105455,0
103219,0
113113,1
113371,0
103398,0
106714,0
103395,0
101415,0
100230,0
106139,0
111409,0
102212,0
103195,0
106473,1
110413,0
101984,0
107307,1
103895,1
108834,0
114529,0
107782,1
104184,0
110531,0
114781,0
106020,0
108900,0
102585,0
105650,0
101462,0
101523,0
114708,0
113368,0
104870,0
107247,0
108249,0
110050,0
113707,0
107363,0
105277,0
111141,0
114518,1
111735,0
110722,0
113268,0
102450,0
106451,1
111451,0
107219,0
114182,1
114249,0
110791,0
106690,0
113376,0
107244,1
111181,0
100030,0
109723,0
109546,0
104240,0
100970,0
103599,0
101159,0
112474,0
110013,0
114115,0
108744,0
106696,0
109118,0
103431,0
108396,0
100195,0
110747,0
101688,0
107324,0
101883,0
105440,0
109276,0
109733,1
111288,0
104713,0
108395,0
102386,0
112475,0
111557,0
104759,0
106608,0
108485,0
102540,0
114968,0
105970,0
104900,0
111995,0
114674,1
114068,0
106818,0
107469,0
114230,0
103686,1
111606,0
105938,0
103140,0
105844,0
112406,0
111013,0
100457,0
114360,0
109486,0
104639,0
107495,0
113632,0
111445,0
102381,0
102441,0
100737,0
113388,0
101474,1
112203,0
106121,0
112302,0
106299,0
101433,0
110261,0
106650,0
109145,0
107571,0
102676,0
113895,0
111599,0
112437,0
110427,0
113147,0
109786,0
108274,0
107094,0
104182,1
107463,0
113096,0
100441,0
110751,0
108353,0
109148,0
113387,0
110590,0
108784,0
114876,0
103879,0
109886,0
110258,0
112770,0
102354,0
111882,1
102468,0
110750,0
112935,0
113008,0
107332,0
101056,0
100786,0
109258,1
101253,1
109102,0
108574,0
112041,1
113110,0
112004,0
111849,0
102702,0
101754,0
113206,0
105144,0
112938,0
110087,0
109967,0
103582,0
107066,0
101053,0
112695,1
103156,0
110186,0
101313,1
100947,0
104843,0
107538,0
111265,0
106395,0
110417,1
101512,0
112543,0
104083,0
108385,0
112446,0
100152,1
113842,0
112334,0
104466,0
110768,0
107563,0
101684,0
101720,0
104953,0
100652,0
105230,0
103692,0
105345,0
111412,0
107802,1
102407,0
114544,0
114949,0
108479,0
102567,0
100744,0
108882,0
103296,0
114700,0
108802,0
103403,0
107855,1
111384,0
109426,0
104692,0
110399,0
105139,0
105965,0
104789,0
102280,0
100861,1
101563,0
103509,0
100796,0
103512,0
114944,0
112841,0
105059,0
110036,0
106796,0
108579,0
105025,0
108011,0
113131,0
102058,0
101918,0
106923,0
111614,0
108316,0
109784,0
110592,0
110851,0
103545,0
112209,0
111847,0
109205,0
112325,0
108590,0
112048,0
105066,0
109648,0
107267,0
107862,0
107230,1
109965,0
113858,0
110990,0
109248,0
108925,0
103693,0
105431,0
109953,0
100044,0
109997,0
100765,0
100700,0
114706,0
107937,0
102525,0
109647,0
101544,0
111910,0
102313,0
113202,0
112395,0
111821,0
100838,0
109758,0
108081,0
105444,0
102552,0
105411,0
102484,0
104270,0
108398,0
114268,0
112678,0
111753,0
101042,0
107923,0
107701,0
111033,0
114397,0
102161,0
100604,0
114889,0
108366,0
113485,0
104113,0
112917,0
111562,0
100847,0
106750,1
110942,0
104601,0
101894,0
109951,0
113599,0
109121,0
110580,0
100609,0
101779,0
104883,0
109270,1
112824,0
108408,0
114087,0
107301,0
101185,0
114417,0
103414,0
108953,0
104052,0
113317,0
101163,0
113123,0
107930,0
113114,0
112916,0
111709,0
107818,0
106965,1
107065,0
107248,0
102288,0
109420,0
108910,0
102399,0
109889,0
105271,0
105132,0
103661,0
112939,0
109479,0
107539,0
107618,0
106389,0
109004,0
109630,0
113301,0
114094,0
102730,0
106126,0
105273,1
111617,0
103029,0
110498,0
101116,0
110925,0
110277,0
110088,0
114881,0
108726,0
110223,1
114282,0
103167,0
100138,0
113262,0
108840,0
110663,0
109099,0
106945,0
100186,0
113201,0
101582,0
103819,0
112079,0
101237,0
105200,0
108791,0
107011,0
114613,0
111621,0
100432,0
102528,0
110000,0
109410,0
102154,0
112021,0
106393,0
109910,0
107020,0
102133,0
113321,0
109189,0
107515,0
106861,1
109067,1
101220,0
102894,0
103245,0
106978,0
102076,0
110075,0
105255,0
105737,0
112387,0
104281,0
101496,0
106179,0
104610,0
109899,0
106962,0
100146,0
105549,0
110609,0
108771,0
112660,0
105898,1
113074,0
107945,1
101719,0
113203,1
108193,0
102678,0
105318,0
111816,1
109664,0
110779,0
110315,0
103884,0
113564,0
111541,0
100369,0
114838,1
102847,0
111840,0
103045,0
114554,0
103586,0
109115,0
107707,0
108251,0
104685,0
113220,1
104863,0
100735,0
114465,0
114688,0
114131,0
107736,0
109176,0
108742,0
112926,0
108890,0
104560,0
104309,0
102658,0
113308,0
108803,0
114139,0
104549,0
104344,1
111176,0
107628,0
107503,0
103782,0
104558,0
110366,0
111796,0
110107,0
109083,0
113975,1
107251,1
103593,0
108877,0
108221,0
104852,0
106618,0
100109,0
111177,0
105948,0
105900,0
109169,0
101459,0
100852,0
114414,0
111624,0
102391,0
105416,0
101740,0
113265,0
113335,0
103976,1
105991,0
102038,1
110370,1
114785,0
106711,0
111102,0
110501,0
100923,0
107699,0
113091,0
113791,0
112017,0
107879,0
105075,1
104617,0
111547,0
113541,0
109139,0
110458,0
100095,0
103505,0
112242,0
114492,0
105289,0
106620,0
100102,0
104053,0
107765,1
112391,0
111661,0
105552,0
111273,0
104533,0
106811,0
100113,1
107909,0
101518,0
102926,0
108818,0
111306,0
108498,0
110559,0
104996,1
114137,0
107067,0
109061,0
100743,0
104739,0
111154,0
102166,0
104304,0
112229,0
114164,0
107084,0
104877,1
100151,0
109329,0
102600,0
108372,0
104821,0
114759,0
113493,0
107620,0
106926,0
106160,0
100740,0
101736,1
100160,0
112559,0
109166,0
108761,1
114189,0
113205,0
114059,0
104250,0
109391,0
106157,0
113684,0
100588,0
107572,0
104992,0
110428,1
107584,0
110513,0
105317,0
109942,0
113331,0
107556,0
111585,0
113445,0
103126,0
103562,0
111418,0
102098,0
112284,1
101656,0
112512,0
107145,0
101153,0
109962,0
107430,0
111932,0
107476,0
103372,0
113144,0
108833,0
103189,0
109952,0
114709,0
104812,0
110111,0
105952,1
111450,0
103024,0
104299,0
109975,0
101983,0
112174,0
100093,1
112698,0
103392,0
107728,0
108664,0
111656,0
105910,1
105909,0
103494,0
109487,1
112900,0
112721,0
111399,0
109036,0
108728,0
106224,0
103783,0
113798,0
108637,0
113983,0
101396,0
112466,0
108949,0
113836,0
105395,0
107018,0
114048,0
112568,0
102214,0
114546,1
112268,0
111957,0
108019,0
112128,0
104700,0
107412,0
106862,0
106112,0
109245,0
110934,0
113606,0
112159,0
103495,0
107144,0
113508,0
111879,0
112123,0
108327,0
109238,0
113660,0
102580,1
100351,0
108544,0
109850,0
100883,0
100599,0
114449,0
104044,0
108341,0
114037,0
103864,0
108486,0
108583,0
103646,0
114416,0
109558,1
113879,0
108772,0
110721,0
111564,1
103207,0
111199,0
102199,0
102420,0
111754,0
108762,0
103959,0
104686,0
103986,0
100835,0
100022,0
101357,0
111881,0
109241,1
111731,0
107775,0
110537,0
114662,0
106250,0
109746,1
107865,0
111575,0
106072,0
113152,0
113510,0
100041,0
100720,0
109267,0
101255,0
103448,0
107189,0
111272,0
113017,0
113130,0
108730,0
113049,0
112053,0
104303,1
114533,0
107135,0
105702,1
109896,0
105156,0
108931,0
111958,0
105154,0
104768,0
100452,0
102185,0
111526,0
103592,0
101478,0
113391,0
110781,0
111432,0
106049,0
108634,0
114966,0
100047,0
114891,0
101992,0
102787,0
105076,0
114852,0
111097,0
101957,0
113126,0
110862,0
103084,0
108489,0
103795,0
101026,0
110212,0
111590,0
114953,1
105259,0
111082,0
112402,0
107823,0
100662,0
114587,0
106435,0
111895,0
108265,0
111358,0
101247,0
114382,0
114352,0
113468,0
108464,0
105087,1
113085,0
109618,0
102982,0
103767,0
102175,0
100378,0
107162,0
110263,0
104340,0
113580,0
109031,0
107599,0
102364,0
102291,0
100976,0
100998,1
103316,0
104994,0
102476,0
100289,0
111838,0
113275,0
102941,0
105267,0
108501,0
104922,1
100543,0
114159,0
114444,0
105480,0
107905,0
102737,0
114389,0
111591,0
114380,0
109703,0
111812,0
109026,0
112847,0
108332,1
109616,0
111322,0
112714,0
110879,0
111956,0
114411,0
103728,0
102297,0
108585,0
103514,0
111662,0
107213,0
112943,0
109973,1
111893,0
111507,0
108950,0
101943,0
107894,0
101567,0
103906,0
104602,0
113451,0
109876,0
109729,0
110533,0
100553,1
109084,0
105113,0
113289,0
107609,0
103922,0
100549,0
113292,0
102023,0
100618,0
110236,0
114963,0
103043,0
112705,0
106242,0
103565,0
107263,0
106311,0
113240,1
102218,0
101660,0
104600,0
108365,1
100603,0
105102,0
106315,0
105284,0
112848,0
106437,0
105292,0
106648,1
113191,0
102760,0
111044,0
110646,0
111006,0
113622,1
111942,0
112359,0
108374,0
107017,0
112788,0
100261,0
110014,0
111448,0
108494,0
107912,0
114578,0
102724,0
102401,0
106100,0
108092,0
106332,0
113535,0
103328,0
111574,0
107866,0
102922,0
109438,0
113693,0
105805,0
103261,0
102372,0
105247,0
114435,0
101794,0
110858,0
109150,0
104026,0
114761,0
101294,1
111299,0
109513,0
101088,0
100149,0
107502,0
112464,0
112279,0
112449,0
103504,0
108681,0
113968,0
103615,0
109854,0
113509,0
105715,0
112541,0
103826,0
114986,0
110410,0
108075,0
104137,0
100725,0
105689,0
110162,1
102087,0
101199,0
111598,0
102546,0
111213,1
109372,0
101376,0
112656,0
109355,0
108679,0
103301,0
111584,0
108074,0
102680,0
112427,0
101210,0
103544,0
111374,1
105094,0
108281,0
113502,0
109938,0
103215,0
100170,0
106252,0
104398,0
104048,0
113761,0
100800,0
107974,0
114001,0
101825,0
101536,0
109593,1
106859,1
105994,0
105735,0
113938,0
104939,0
109697,0
106447,0
100451,0
101086,0
109562,0
112638,0
101487,0
102675,1
105847,0
113185,0
114210,0
102149,0
108218,0
102344,0
101892,1
109415,0
102316,0
104275,0
102505,0
110771,0
103657,0
107496,0
104362,0
111803,0
102159,0
111742,0
107593,0
110208,0
112433,0
107808,0
102574,0
103149,0
110959,0
103358,0
111941,0
109774,0
112313,0
102550,0
114550,0
102014,0
106480,0
100347,0
109122,0
103325,0
112331,0
108851,0
106381,0
110972,0
109193,0
102955,0
114227,0
114656,0
111806,0
101995,0
101878,1
107845,0
109851,0
108693,0
108119,0
105764,0
102800,0
103834,0
100434,1
113935,0
109941,0
101914,0
101067,0
114718,0
114681,0
106348,0
101031,0
108743,0
114392,0
108008,0
105281,0
112742,0
103333,0
102545,0
100960,0
113899,0
105473,0
100217,0
113028,0
101332,0
110834,0
111691,0
105981,0
114801,0
101378,0
102959,0
113853,0
101701,0
103378,0
114289,0
114527,0
107217,0
113793,0
103034,1
110976,0
114848,0
106206,0
107166,0
100886,0
109342,0
102996,0
107899,0
111959,1
109742,0
111480,0
100798,0
113763,0
111209,0
111686,0
111532,0
108381,0
104503,0
105077,0
104755,0
104447,0
103711,0
111683,0
113837,0
108972,0
114475,0
112724,0
104981,0
112813,0
112283,0
105832,0
114426,0
108689,1
111069,0
104464,0
105520,0
106661,0
107875,0
110466,0
108999,0
112357,0
101216,0
107942,0
102432,0
100465,0
100435,0
114192,0
104273,0
102091,0
107165,0
110839,0
106556,0
109832,0
110467,0
104007,0
