id,num_cards,credit_limit,utilization_ratio,max_utilization_ratio,late_payments
110139,4,6642.05,0.384,0.56,0
110652,1,23775.75,0.354,0.538,0
101209,1,3087.36,0.566,0.71,2
104001,1,60233.72,0.404,0.494,2
101307,1,19106.21,0.584,0.722,5
110502,0,0.0,0.0,0.0,0
109069,1,13781.27,0.249,0.349,2
107695,0,0.0,0.0,0.0,0
101875,1,17245.79,0.507,0.63,2
100770,0,0.0,0.0,0.0,0
105983,3,8899.84,0.066,0.221,0
102654,0,0.0,0.0,0.0,0
110878,0,0.0,0.0,0.0,0
100934,0,0.0,0.0,0.0,0
107231,1,19209.85,0.392,0.546,0
110136,0,0.0,0.0,0.0,0
112487,1,3566.12,0.767,0.924,3
113696,1,16949.86,0.755,0.919,5
102737,1,17134.8,0.323,0.428,0
100365,0,0.0,0.0,0.0,0
100270,0,0.0,0.0,0.0,0
103418,0,0.0,0.0,0.0,0
108391,1,20333.51,0.378,0.412,0
108614,2,20746.81,0.012,0.213,2
107500,0,0.0,0.0,0.0,0
104071,4,20961.04,0.233,0.238,1
112016,0,0.0,0.0,0.0,0
106190,0,0.0,0.0,0.0,0
104455,1,9482.01,0.117,0.235,0
103675,1,55402.93,0.439,0.458,0
114192,1,14255.2,0.364,0.401,1
104649,2,2803.16,0.0,0.143,0
113745,0,0.0,0.0,0.0,0
108571,2,26466.22,0.131,0.176,0
105251,0,0.0,0.0,0.0,0
106034,2,87911.13,0.327,0.482,0
108687,0,0.0,0.0,0.0,0
112351,1,20791.57,0.401,0.42,2
100428,0,0.0,0.0,0.0,0
110749,2,39201.92,0.435,0.651,0
105482,2,24164.63,0.403,0.447,4
100220,0,0.0,0.0,0.0,0
105490,1,11365.19,0.537,0.631,0
110423,2,23768.71,0.311,0.495,0
112705,0,0.0,0.0,0.0,0
103602,0,0.0,0.0,0.0,0
110965,1,21383.54,0.354,0.364,2
108940,2,11628.3,0.35,0.464,2
108342,0,0.0,0.0,0.0,0
113033,3,10528.91,0.0,0.002,0
107443,3,10609.51,0.0,0.039,0
114932,3,8394.2,0.49,0.553,0
114382,1,12944.62,0.25,0.404,3
111906,1,13879.93,0.432,0.686,1
113642,1,2980.3,0.279,0.544,1
104835,2,31929.72,0.515,0.661,0
112587,1,16406.41,0.255,0.478,0
110542,0,0.0,0.0,0.0,0
101144,0,0.0,0.0,0.0,0
102294,0,0.0,0.0,0.0,0
107572,1,20736.9,0.397,0.516,3
112187,1,8173.1,0.305,0.452,1
110231,1,27373.67,0.507,0.641,1
114366,1,14753.32,0.19,0.433,0
107146,1,11956.05,0.486,0.524,2
107717,2,10280.04,0.149,0.306,0
114743,2,12382.21,0.193,0.225,0
105393,1,22770.94,0.174,0.31,0
105173,0,0.0,0.0,0.0,0
107992,0,0.0,0.0,0.0,0
110171,0,0.0,0.0,0.0,0
110401,0,0.0,0.0,0.0,0
100105,0,0.0,0.0,0.0,0
114143,3,9881.72,0.158,0.412,0
113227,0,0.0,0.0,0.0,0
105360,0,0.0,0.0,0.0,0
108036,2,17302.97,0.228,0.36,0
114425,1,26610.95,0.414,0.441,1
106303,0,0.0,0.0,0.0,0
101362,0,0.0,0.0,0.0,0
111142,0,0.0,0.0,0.0,0
104097,1,6922.31,0.591,0.646,3
107580,0,0.0,0.0,0.0,0
104783,0,0.0,0.0,0.0,0
113353,0,0.0,0.0,0.0,0
113471,2,26596.36,0.366,0.368,1
102167,2,20500.54,0.133,0.183,1
110580,0,0.0,0.0,0.0,0
102855,1,10179.29,0.414,0.487,2
110061,1,4458.44,0.464,0.626,1
112394,1,20487.59,0.306,0.431,0
102947,0,0.0,0.0,0.0,0
104628,3,31518.89,0.127,0.424,0
111776,1,57801.47,0.0,0.077,0
109410,1,25582.92,0.452,0.547,2
100286,1,19628.86,0.166,0.257,0
114533,1,8174.22,0.546,0.634,2
112266,0,0.0,0.0,0.0,0
101846,1,12708.64,0.345,0.501,4
114007,2,14372.43,0.0,0.173,0
108315,0,0.0,0.0,0.0,0
111943,0,0.0,0.0,0.0,0
109899,0,0.0,0.0,0.0,0
114022,0,0.0,0.0,0.0,0
112950,2,19214.19,0.118,0.16,0
106360,0,0.0,0.0,0.0,0
114665,0,0.0,0.0,0.0,0
109324,0,0.0,0.0,0.0,0
109654,1,51876.84,0.24,0.25,3
111277,0,0.0,0.0,0.0,0
103379,1,17110.13,0.522,0.705,8
102846,1,16472.25,0.423,0.556,0
109637,2,25950.8,0.137,0.283,1
109018,1,7847.45,0.14,0.238,0
100257,0,0.0,0.0,0.0,0
102276,1,39757.15,0.215,0.325,0
104637,1,9186.2,0.488,0.554,2
108582,1,19977.78,0.0,0.066,0
105739,0,0.0,0.0,0.0,0
105932,0,0.0,0.0,0.0,0
107755,1,13012.22,0.061,0.138,2
114015,0,0.0,0.0,0.0,0
105007,0,0.0,0.0,0.0,0
105921,0,0.0,0.0,0.0,0
110432,1,15847.91,0.314,0.318,4
108279,2,18231.18,0.309,0.473,0
111077,1,32653.52,0.344,0.478,0
107963,2,6582.96,0.312,0.362,1
112576,3,5119.16,0.241,0.345,0
100533,2,22226.33,0.175,0.342,0
114841,0,0.0,0.0,0.0,0
104995,0,0.0,0.0,0.0,0
106060,0,0.0,0.0,0.0,0
106494,2,29215.92,0.015,0.186,0
112032,1,14508.94,0.24,0.458,4
109918,0,0.0,0.0,0.0,0
106208,0,0.0,0.0,0.0,0
108977,0,0.0,0.0,0.0,0
108105,0,0.0,0.0,0.0,0
103995,0,0.0,0.0,0.0,0
107149,1,34559.5,0.357,0.36,0
107908,1,20737.33,0.531,0.534,1
109225,0,0.0,0.0,0.0,0
104419,3,28138.87,0.23,0.353,1
103855,0,0.0,0.0,0.0,0
114549,1,46004.53,0.303,0.467,0
112169,0,0.0,0.0,0.0,0
111379,0,0.0,0.0,0.0,0
104618,0,0.0,0.0,0.0,0
100157,1,17061.21,0.0,0.157,0
101960,0,0.0,0.0,0.0,0
113685,0,0.0,0.0,0.0,0
114619,6,20688.81,0.073,0.281,0
106296,0,0.0,0.0,0.0,0
113699,0,0.0,0.0,0.0,0
110679,1,45295.25,0.249,0.323,0
109501,2,28710.77,0.322,0.514,0
111285,0,0.0,0.0,0.0,0
109230,1,8447.8,0.415,0.54,4
106322,1,9888.64,0.309,0.434,0
104179,3,7856.9,0.492,0.611,2
109355,0,0.0,0.0,0.0,0
113793,0,0.0,0.0,0.0,0
113061,0,0.0,0.0,0.0,0
104899,2,20482.41,0.548,0.648,0
100074,0,0.0,0.0,0.0,0
114411,2,43156.94,0.359,0.447,0
111695,0,0.0,0.0,0.0,0
104838,0,0.0,0.0,0.0,0
112336,0,0.0,0.0,0.0,0
100970,2,26331.67,0.194,0.295,0
107229,2,52525.61,0.226,0.379,0
110739,3,11670.22,0.156,0.308,0
100069,1,29474.06,0.293,0.456,2
101126,0,0.0,0.0,0.0,0
114393,1,12118.18,1.04,1.056,3
104653,1,21038.54,0.321,0.491,1
109078,0,0.0,0.0,0.0,0
113351,1,7946.94,0.415,0.512,2
103179,1,18300.26,0.309,0.475,0
103231,1,12532.26,0.491,0.541,2
103492,0,0.0,0.0,0.0,0
106636,0,0.0,0.0,0.0,0
106741,3,70818.18,0.045,0.171,2
103649,0,0.0,0.0,0.0,0
111411,0,0.0,0.0,0.0,0
102207,1,24952.21,0.175,0.226,1
104672,2,23482.88,0.564,0.643,4
114394,3,33976.89,0.078,0.168,0
109763,1,7394.48,0.065,0.135,0
101355,0,0.0,0.0,0.0,0
104754,3,11499.19,0.535,0.609,1
108543,1,8826.71,0.308,0.315,2
109493,0,0.0,0.0,0.0,0
114651,0,0.0,0.0,0.0,0
108863,1,27107.08,0.403,0.55,2
102131,1,20128.24,0.373,0.427,1
111082,2,16091.98,0.187,0.313,1
108618,0,0.0,0.0,0.0,0
114895,0,0.0,0.0,0.0,0
111111,1,13410.14,0.347,0.408,1
101661,2,31306.47,0.057,0.196,0
110052,0,0.0,0.0,0.0,0
104119,1,17345.03,0.367,0.484,1
100931,3,21850.61,0.0,0.232,0
111055,0,0.0,0.0,0.0,0
100316,0,0.0,0.0,0.0,0
108463,1,10534.44,0.344,0.346,4
112861,5,15453.58,0.407,0.524,1
109917,6,23882.74,0.196,0.261,0
102745,2,56692.27,0.325,0.35,1
109541,1,20258.19,0.584,0.691,3
112404,0,0.0,0.0,0.0,0
105990,3,14086.69,0.148,0.319,3
101652,1,44481.75,0.691,0.807,0
109787,3,32241.65,0.436,0.668,0
100450,0,0.0,0.0,0.0,0
109434,0,0.0,0.0,0.0,0
104671,1,8952.2,0.0,0.081,0
103985,0,0.0,0.0,0.0,0
113704,3,19212.61,0.283,0.354,4
106896,1,33826.6,0.503,0.56,1
101377,0,0.0,0.0,0.0,0
113832,2,10457.02,0.633,0.784,3
107812,0,0.0,0.0,0.0,0
113172,4,12428.66,0.0,0.068,0
108274,4,10780.89,0.403,0.487,2
111267,1,4606.89,0.507,0.616,3
103427,1,22376.47,0.183,0.25,1
110781,1,12797.4,0.337,0.416,2
105181,0,0.0,0.0,0.0,0
109794,0,0.0,0.0,0.0,0
106987,0,0.0,0.0,0.0,0
112366,1,9014.36,0.307,0.428,2
113339,2,20249.77,0.212,0.262,0
112446,1,28164.9,0.277,0.312,2
102414,1,21988.4,0.702,0.791,2
110228,0,0.0,0.0,0.0,0
107061,0,0.0,0.0,0.0,0
110495,1,8496.73,0.659,0.724,3
108484,1,5134.41,0.663,0.747,3
112089,1,9092.94,0.173,0.377,1
100054,1,17793.15,0.25,0.288,1
109858,0,0.0,0.0,0.0,0
100842,0,0.0,0.0,0.0,0
113292,3,15972.94,0.0,0.157,0
110612,0,0.0,0.0,0.0,0
112156,3,19003.74,0.168,0.32,0
100222,1,21158.49,0.384,0.534,1
101760,1,14983.24,0.718,0.734,4
111710,0,0.0,0.0,0.0,0
105598,1,14963.99,0.486,0.621,1
107315,0,0.0,0.0,0.0,0
111650,2,9200.36,0.198,0.314,1
113293,0,0.0,0.0,0.0,0
112922,0,0.0,0.0,0.0,0
104254,4,28802.43,0.0,0.261,0
106833,0,0.0,0.0,0.0,0
104816,2,15773.18,0.138,0.205,0
110657,0,0.0,0.0,0.0,0
112560,1,22541.17,0.369,0.488,2
112331,1,12901.09,0.334,0.379,0
111369,0,0.0,0.0,0.0,0
105234,2,6784.14,0.517,0.621,0
102705,1,7481.47,0.276,0.435,0
112433,3,22416.19,0.262,0.358,2
106219,1,6642.67,0.51,0.576,3
109669,2,1262.36,0.177,0.259,1
112844,0,0.0,0.0,0.0,0
113222,1,12878.99,0.384,0.604,2
105491,4,70440.03,0.096,0.172,0
110980,4,6557.19,0.345,0.476,6
111905,0,0.0,0.0,0.0,0
100007,0,0.0,0.0,0.0,0
107962,0,0.0,0.0,0.0,0
105152,4,12740.98,0.117,0.239,0
106238,0,0.0,0.0,0.0,0
114861,0,0.0,0.0,0.0,0
105291,0,0.0,0.0,0.0,0
113240,0,0.0,0.0,0.0,0
105917,2,54122.17,0.295,0.356,3
103993,3,13968.98,0.229,0.402,0
103679,0,0.0,0.0,0.0,0
113810,1,21707.95,0.569,0.596,0
114674,0,0.0,0.0,0.0,0
112114,2,14520.47,0.482,0.561,1
106971,1,76832.31,0.069,0.192,0
114589,0,0.0,0.0,0.0,0
104556,0,0.0,0.0,0.0,0
111811,1,4306.84,0.656,0.841,0
102509,1,25304.11,0.292,0.348,2
104407,3,27894.61,0.207,0.278,0
112116,1,21209.12,0.506,0.646,1
113388,0,0.0,0.0,0.0,0
104642,2,45382.49,0.252,0.252,0
103883,0,0.0,0.0,0.0,0
100317,0,0.0,0.0,0.0,0
114271,1,27167.31,0.637,0.832,4
109948,0,0.0,0.0,0.0,0
103796,1,15808.77,0.174,0.328,0
108671,0,0.0,0.0,0.0,0
106457,1,9564.93,0.496,0.518,1
110595,4,13890.24,0.432,0.433,5
108053,2,29545.92,0.313,0.34,2
108992,1,10500.63,0.174,0.208,0
111912,1,14129.26,0.509,0.711,1
112892,1,4916.13,0.799,0.813,6
100720,2,10160.66,0.303,0.553,1
101372,2,18955.75,0.212,0.286,2
104580,0,0.0,0.0,0.0,0
114888,0,0.0,0.0,0.0,0
104451,2,13841.05,0.512,0.712,6
104178,1,35375.23,0.076,0.176,0
105412,2,3061.05,0.484,0.642,5
103390,1,13259.63,0.52,0.58,0
104369,4,16287.53,0.256,0.487,0
104659,0,0.0,0.0,0.0,0
105485,1,31311.82,0.614,0.632,1
111316,0,0.0,0.0,0.0,0
104482,3,23847.65,0.386,0.439,1
105105,0,0.0,0.0,0.0,0
113654,1,1838.13,0.698,0.756,5
110186,1,20888.04,0.05,0.283,0
104689,2,8140.93,0.065,0.237,0
108121,1,84137.19,0.199,0.34,0
104738,0,0.0,0.0,0.0,0
106350,1,14750.25,0.296,0.326,1
108797,0,0.0,0.0,0.0,0
104066,0,0.0,0.0,0.0,0
107658,0,0.0,0.0,0.0,0
108715,0,0.0,0.0,0.0,0
111755,1,15439.04,0.268,0.406,0
101918,1,17366.89,0.452,0.566,1
100960,2,48662.37,0.621,0.744,1
102764,2,63549.15,0.191,0.245,1
105794,1,4259.61,0.176,0.223,0
102922,0,0.0,0.0,0.0,0
106119,2,6552.64,0.394,0.594,3
106556,2,39886.52,0.176,0.275,1
102623,0,0.0,0.0,0.0,0
114934,3,18785.35,0.297,0.353,1
113381,1,10672.02,0.351,0.528,2
107074,5,23282.23,0.0,0.002,0
107940,3,23187.14,0.0,0.081,0
101324,0,0.0,0.0,0.0,0
101145,1,19632.91,0.264,0.341,0
108834,1,39477.86,0.489,0.654,0
112115,0,0.0,0.0,0.0,0
109038,2,33233.79,0.358,0.376,0
101165,1,2732.67,0.474,0.64,0
114416,0,0.0,0.0,0.0,0
101937,4,38723.53,0.015,0.05,0
114940,2,35815.6,0.179,0.236,1
106523,0,0.0,0.0,0.0,0
101791,0,0.0,0.0,0.0,0
106268,3,23660.13,0.422,0.568,0
107227,2,9006.23,0.328,0.338,0
107082,1,19630.11,0.272,0.371,0
105870,4,5268.85,0.2,0.32,0
103910,1,19445.43,0.614,0.72,1
102550,0,0.0,0.0,0.0,0
100802,4,15013.86,0.289,0.308,0
105477,0,0.0,0.0,0.0,0
101088,0,0.0,0.0,0.0,0
101816,1,38037.82,0.068,0.134,1
109632,0,0.0,0.0,0.0,0
108843,3,26243.35,0.331,0.361,1
113032,0,0.0,0.0,0.0,0
113341,1,3843.9,0.571,0.779,3
101533,0,0.0,0.0,0.0,0
114094,1,15028.47,0.792,1.051,2
112884,0,0.0,0.0,0.0,0
104200,1,28567.52,0.0,0.226,0
103110,2,62648.3,0.293,0.495,4
105576,1,6616.81,0.0,0.032,0
107394,0,0.0,0.0,0.0,0
110639,0,0.0,0.0,0.0,0
112203,0,0.0,0.0,0.0,0
110146,1,5145.61,0.289,0.378,0
107090,2,27496.99,0.269,0.314,0
101423,1,37155.33,0.329,0.432,1
113603,1,22230.0,0.445,0.576,3
102405,0,0.0,0.0,0.0,0
106116,0,0.0,0.0,0.0,0
100435,1,20787.78,0.334,0.502,3
100312,1,7620.01,0.23,0.271,0
108781,3,29502.2,0.0,0.046,0
101943,1,4358.87,0.486,0.518,0
102311,1,11224.08,0.438,0.584,5
100962,0,0.0,0.0,0.0,0
111649,1,3633.39,0.627,0.823,2
103807,1,33323.56,0.196,0.259,1
111736,1,7943.59,0.606,0.652,0
113153,1,13093.05,0.308,0.379,1
112921,0,0.0,0.0,0.0,0
114680,0,0.0,0.0,0.0,0
111527,1,23686.97,0.512,0.597,0
111560,2,33737.06,0.0,0.025,0
104958,0,0.0,0.0,0.0,0
103461,2,14569.13,0.568,0.737,3
102982,1,15726.21,0.222,0.282,0
108917,1,25109.51,0.165,0.299,0
109673,0,0.0,0.0,0.0,0
105710,1,26385.14,0.29,0.55,1
106638,1,37552.41,0.433,0.462,1
100190,1,4499.66,0.424,0.568,1
106170,0,0.0,0.0,0.0,0
113047,0,0.0,0.0,0.0,0
112624,1,15398.87,0.696,0.768,1
103210,3,19280.24,0.596,0.655,2
105329,0,0.0,0.0,0.0,0
106935,5,51295.48,0.391,0.488,0
105024,1,5582.73,0.496,0.599,3
113986,0,0.0,0.0,0.0,0
110748,0,0.0,0.0,0.0,0
112504,0,0.0,0.0,0.0,0
112819,1,13716.27,0.283,0.42,1
105764,2,22902.16,0.117,0.345,0
104674,1,10698.29,0.407,0.579,0
100716,1,36915.51,0.206,0.35,0
103228,2,15583.85,0.0,0.168,0
103320,3,19918.68,0.353,0.567,0
112298,2,38014.26,0.38,0.535,1
103627,0,0.0,0.0,0.0,0
114494,0,0.0,0.0,0.0,0
110452,4,44757.98,0.087,0.206,0
112641,0,0.0,0.0,0.0,0
103241,1,27798.45,0.324,0.429,0
104915,0,0.0,0.0,0.0,0
109382,0,0.0,0.0,0.0,0
112375,2,22825.85,0.185,0.355,1
101917,1,5429.58,0.575,0.611,2
102351,5,58676.71,0.102,0.217,0
105124,1,5193.64,0.741,0.968,2
100954,1,31658.87,0.0,0.148,0
110688,1,13261.52,0.063,0.267,1
114999,1,47616.22,0.161,0.161,0
113639,3,36883.92,0.025,0.166,0
104105,1,17383.89,0.282,0.441,0
106855,1,26577.4,0.434,0.438,1
113130,2,40479.5,0.321,0.374,0
104849,0,0.0,0.0,0.0,0
113342,2,24598.0,0.338,0.485,2
114308,1,19764.49,0.0,0.039,0
111382,1,3908.55,0.29,0.425,0
100390,1,9235.11,0.373,0.54,2
102774,0,0.0,0.0,0.0,0
102939,0,0.0,0.0,0.0,0
109137,1,37172.23,0.26,0.393,2
107402,3,33488.36,0.56,0.75,0
110727,1,5999.09,0.562,0.595,2
108772,1,9871.73,0.381,0.42,3
100713,1,18324.35,0.578,0.735,2
106718,1,14599.89,0.15,0.318,1
113132,0,0.0,0.0,0.0,0
110241,0,0.0,0.0,0.0,0
109819,0,0.0,0.0,0.0,0
107137,1,33311.11,0.299,0.345,0
110567,0,0.0,0.0,0.0,0
107291,2,15440.4,0.0,0.165,0
109650,2,17027.2,0.16,0.261,0
113690,1,71858.71,0.228,0.382,2
106005,0,0.0,0.0,0.0,0
112775,0,0.0,0.0,0.0,0
100463,0,0.0,0.0,0.0,0
105862,1,24393.25,0.25,0.293,3
106925,3,47888.07,0.431,0.482,3
105555,0,0.0,0.0,0.0,0
112509,1,12558.54,0.16,0.174,0
102817,2,8622.29,0.258,0.396,2
107046,2,28150.49,0.241,0.445,0
114904,0,0.0,0.0,0.0,0
109774,1,15898.3,0.324,0.476,0
103442,0,0.0,0.0,0.0,0
114355,0,0.0,0.0,0.0,0
102851,0,0.0,0.0,0.0,0
100965,2,34831.61,0.376,0.539,4
107037,1,25030.62,0.359,0.603,2
102537,1,36605.22,0.4,0.56,0
100811,2,8981.72,0.111,0.139,0
112034,4,11065.86,0.178,0.31,0
110818,0,0.0,0.0,0.0,0
110099,1,21172.49,0.223,0.387,0
104563,2,10868.63,0.355,0.401,1
103288,0,0.0,0.0,0.0,0
102108,0,0.0,0.0,0.0,0
102605,0,0.0,0.0,0.0,0
102510,1,7812.44,0.46,0.504,2
112939,0,0.0,0.0,0.0,0
107341,0,0.0,0.0,0.0,0
113928,0,0.0,0.0,0.0,0
103494,0,0.0,0.0,0.0,0
107816,0,0.0,0.0,0.0,0
112220,0,0.0,0.0,0.0,0
105731,1,14689.58,0.233,0.327,2
108984,2,109676.83,0.529,0.64,1
105926,1,13029.88,0.613,0.705,5
110480,0,0.0,0.0,0.0,0
110507,2,27068.78,0.421,0.492,4
114006,4,12205.8,0.104,0.147,0
107230,0,0.0,0.0,0.0,0
104009,0,0.0,0.0,0.0,0
113524,5,20984.48,0.0,0.084,0
103685,2,20810.96,0.312,0.396,1
103534,4,36469.08,0.0,0.13,0
109083,1,8681.95,0.372,0.405,1
114908,0,0.0,0.0,0.0,0
111869,1,36499.54,0.125,0.223,0
102295,2,27394.91,0.504,0.518,0
107030,1,10064.98,0.379,0.456,5
105708,2,20648.46,0.23,0.35,1
113160,0,0.0,0.0,0.0,0
111053,3,26184.41,0.063,0.166,0
109172,2,8280.57,0.679,0.747,0
107122,1,7218.04,0.57,0.603,6
104219,1,34621.67,0.37,0.429,0
112548,0,0.0,0.0,0.0,0
105974,1,14460.52,0.266,0.315,3
112284,1,6041.8,0.614,0.706,3
113307,1,30554.94,0.086,0.227,1
102341,3,13267.73,0.105,0.181,0
102116,1,25148.97,0.201,0.265,0
102277,0,0.0,0.0,0.0,0
113649,0,0.0,0.0,0.0,0
107323,3,33476.67,0.134,0.376,0
114154,1,116022.63,0.154,0.191,0
108114,1,40776.9,0.231,0.449,0
100824,2,28940.31,0.0,0.103,0
112768,1,7410.07,0.467,0.651,1
107614,3,43557.79,0.141,0.172,0
103531,1,38319.01,0.21,0.34,0
101152,5,30151.04,0.314,0.461,0
113323,0,0.0,0.0,0.0,0
106108,0,0.0,0.0,0.0,0
109671,0,0.0,0.0,0.0,0
113631,0,0.0,0.0,0.0,0
109976,1,17684.3,0.486,0.556,0
111452,0,0.0,0.0,0.0,0
111306,2,10115.41,0.398,0.506,1
111626,3,17548.82,0.334,0.517,1
102348,3,7999.8,0.06,0.235,0
113698,2,5251.07,0.173,0.26,0
