id,num_loans,num_defaults,total_loan_amount,total_repaid_amount,avg_dpd
112593,2,0,20383.24,15628.04,7.7
106574,0,0,0.0,0.0,0.0
102895,4,0,50780.74,38823.52,0.0
109381,0,0,0.0,0.0,0.0
100997,1,0,4992.97,3437.02,17.7
104270,2,0,12076.89,9437.8,19.4
111964,2,0,11388.85,10686.03,34.5
103892,3,0,6838.07,6503.93,0.1
106705,4,0,84879.71,63768.94,0.1
104432,2,1,11506.85,8719.56,68.2
112669,1,0,14419.15,15140.11,0.4
105616,0,0,0.0,0.0,0.0
113578,0,0,0.0,0.0,0.0
114043,2,0,15076.52,12178.45,0.7
111027,0,0,0.0,0.0,0.0
103035,3,2,65607.92,49998.92,1.6
100391,1,0,8978.42,6783.22,28.5
112971,0,0,0.0,0.0,0.0
106283,3,0,19447.75,17445.82,1.0
112186,3,0,59861.22,51614.69,73.4
105010,3,0,59884.47,48301.03,4.7
109084,4,0,80213.15,58721.36,24.5
114172,0,0,0.0,0.0,0.0
100492,0,0,0.0,0.0,0.0
114772,3,0,18613.13,17060.68,0.3
111714,1,0,25216.1,21857.88,15.0
105582,3,0,13163.05,13821.2,12.1
106511,1,0,4851.61,4085.8,57.5
101405,3,0,8094.9,6688.12,0.3
114240,0,0,0.0,0.0,0.0
111748,0,0,0.0,0.0,0.0
110488,3,1,47264.92,48418.59,0.0
110804,1,0,7907.9,6018.88,55.3
113401,0,0,0.0,0.0,0.0
102838,3,0,38645.48,35137.75,55.6
113353,1,0,10884.8,8396.79,62.4
103143,1,0,20815.78,15516.05,185.8
101716,3,0,54241.91,49748.08,2.4
110359,4,0,48560.96,50971.96,0.2
110250,2,2,25887.93,19394.66,3.6
106868,1,0,12496.22,11698.52,103.7
106624,2,0,43089.23,40471.8,2.2
114115,1,0,5501.91,4766.83,4.6
107902,1,1,18806.27,12717.63,94.5
104315,3,0,31267.45,28580.87,0.6
109642,2,0,31880.27,28737.22,13.8
100357,2,0,29753.45,27389.34,0.9
106467,1,0,18221.14,13281.75,14.1
114056,0,0,0.0,0.0,0.0
103898,6,0,21674.49,16724.81,9.7
101263,2,0,4021.38,3528.63,6.7
100951,2,0,17682.99,13771.05,40.8
110787,3,1,32328.66,21427.27,36.0
104213,1,1,9040.79,7792.57,62.5
101846,1,0,21078.12,17451.11,73.6
106766,1,0,8128.88,6042.58,0.2
114862,2,0,8174.3,5806.4,15.1
114097,3,0,11110.61,9557.62,0.0
101436,0,0,0.0,0.0,0.0
110023,1,0,1475.62,1144.67,1.6
110902,0,0,0.0,0.0,0.0
102684,3,1,4600.19,3517.62,24.8
102179,2,0,10532.67,7295.76,33.0
105201,1,0,13056.19,11877.4,2.1
107290,0,0,0.0,0.0,0.0
112630,2,0,23353.78,23052.81,1.8
102169,1,0,11514.48,9449.11,32.4
109769,0,0,0.0,0.0,0.0
114061,1,0,1741.22,1755.4,3.5
114629,1,0,17616.89,16456.73,1.5
111915,1,0,9739.76,9521.84,16.9
105537,0,0,0.0,0.0,0.0
105257,1,0,6084.0,4490.17,8.1
109174,1,0,8753.49,8257.14,56.0
108023,1,0,12588.66,9064.02,48.2
111888,1,0,9618.79,6238.37,4.5
105944,3,0,69678.16,53783.46,1.3
109307,1,0,12554.06,11078.61,0.7
100852,0,0,0.0,0.0,0.0
101844,1,0,20885.09,19564.4,0.4
102140,2,0,12726.22,12404.09,1.9
100751,2,0,17636.42,18518.24,17.9
101535,2,0,30567.68,23346.54,49.3
111961,3,0,26547.64,27875.02,0.2
103199,2,0,53809.89,43596.23,14.4
101950,0,0,0.0,0.0,0.0
106413,3,0,20338.3,21355.22,0.2
100516,2,0,8538.64,7709.44,68.9
114298,4,0,56828.07,50697.38,2.0
107196,2,0,12892.01,9169.67,12.6
109114,2,0,27578.22,26355.33,1.1
100845,1,1,14055.47,11074.24,21.1
104436,0,0,0.0,0.0,0.0
113970,2,0,38774.18,36483.78,0.0
102465,1,0,8702.54,6786.54,2.9
110296,0,0,0.0,0.0,0.0
102248,0,0,0.0,0.0,0.0
106526,2,0,7617.22,6203.19,80.2
103228,4,0,18431.1,18183.53,0.2
101146,3,0,9916.44,9964.59,2.4
108229,4,1,38120.28,28980.06,0.9
111490,1,0,26050.77,22006.43,11.0
104067,2,0,11965.74,11756.0,48.3
104304,2,0,33432.89,26607.45,11.1
108540,3,0,29335.25,28020.81,0.9
105862,2,0,6327.86,4412.45,3.7
113294,1,0,7770.75,7872.64,0.3
105985,1,0,5037.79,4351.3,3.0
107271,2,0,16684.15,12762.5,1.1
112050,5,0,91318.24,66762.76,3.3
100856,1,0,14569.27,13279.39,1.0
100438,4,0,38792.19,35494.61,10.5
100269,1,0,6475.21,3724.67,24.2
114401,4,0,68326.68,54311.73,0.3
106862,2,0,63994.43,62971.35,5.5
106554,1,0,15078.27,15757.56,4.6
105041,3,0,55739.35,50355.05,6.5
102628,1,0,15807.88,14100.81,0.0
110684,1,0,6365.92,5897.31,81.9
113377,5,0,37470.29,36868.23,1.5
111985,3,0,56234.12,38824.09,10.0
103869,2,0,32962.87,31513.72,0.0
100432,1,0,12348.65,10007.07,6.2
108007,5,0,66609.91,60668.07,4.5
100336,3,0,30617.08,32147.93,1.2
105724,1,0,3233.87,2950.35,15.5
111082,2,0,5799.85,4753.22,0.0
107323,3,0,18276.65,15892.22,1.0
103138,1,0,8392.31,5638.9,60.3
114352,1,0,13742.78,10551.29,52.8
105352,0,0,0.0,0.0,0.0
107590,4,0,106273.05,56440.05,32.9
110755,4,0,9048.41,8044.5,0.1
110237,1,0,7178.0,6615.0,24.5
112474,2,0,44379.84,40396.6,13.5
101887,4,0,66585.86,52043.13,3.8
111741,3,1,22721.05,16362.03,37.5
100869,2,1,10735.08,7456.75,13.1
112126,5,0,33758.31,35446.23,0.4
100705,1,0,22554.6,17531.57,15.7
107880,4,0,17086.3,17769.15,0.4
107341,2,0,14650.93,13054.56,0.3
106948,2,0,18166.95,14942.02,0.9
110923,0,0,0.0,0.0,0.0
112347,3,0,17351.67,15533.43,4.4
114636,0,0,0.0,0.0,0.0
106535,0,0,0.0,0.0,0.0
101093,1,0,10683.99,9375.05,2.1
102663,4,0,41773.91,36349.22,0.4
104041,4,0,67235.62,49094.33,2.7
101654,1,0,6174.84,4627.94,0.5
106977,0,0,0.0,0.0,0.0
100672,1,1,7456.09,6251.96,0.8
114420,1,0,24521.6,20411.55,20.9
110973,0,0,0.0,0.0,0.0
103573,3,0,15259.8,11721.03,35.1
105984,7,0,123188.35,124786.4,1.3
101777,4,0,65340.79,40942.12,29.6
102089,2,1,43025.99,33350.98,73.4
100740,1,0,7007.65,6100.04,1.7
111113,2,0,22056.32,18717.77,10.3
110172,2,1,7432.37,6537.7,29.0
101067,2,0,19720.39,15624.43,26.8
112454,1,0,16792.28,15170.54,2.6
102758,1,0,16544.52,12307.46,2.6
106126,3,0,15928.76,12037.92,2.4
110362,0,0,0.0,0.0,0.0
105051,0,0,0.0,0.0,0.0
110904,2,0,50151.27,44895.79,0.5
114342,1,0,24569.28,20055.43,3.8
103304,1,0,5293.0,3470.53,56.0
110442,2,0,21474.28,18783.24,19.5
100538,5,0,85597.92,86358.91,0.7
103117,3,0,23646.82,24829.16,0.5
106558,1,0,9985.94,7255.26,15.6
108958,0,0,0.0,0.0,0.0
101097,0,0,0.0,0.0,0.0
100760,3,0,54591.26,47720.06,0.0
106369,4,0,39304.73,40210.02,2.0
108251,3,1,24049.96,15014.96,57.9
107424,1,0,13320.12,10629.98,42.9
113591,1,0,16361.66,11241.77,9.1
103784,1,0,1609.87,1305.59,25.0
104126,2,0,12846.17,10561.82,8.7
112066,2,0,24744.48,19517.26,0.6
110635,1,1,12270.6,9441.51,158.4
110394,2,0,30272.22,28593.41,0.6
113706,0,0,0.0,0.0,0.0
103655,1,1,14581.35,11948.38,13.4
101186,1,0,1891.41,1465.52,1.0
112334,3,1,14983.78,13552.56,14.6
104371,0,0,0.0,0.0,0.0
110004,1,1,20740.1,20064.32,0.2
100011,1,0,12513.53,9311.18,65.3
114895,0,0,0.0,0.0,0.0
107120,3,0,36092.4,37307.04,2.8
110093,1,0,4381.73,2965.54,11.1
113510,1,0,7332.13,5485.19,0.0
109129,1,0,3821.37,2718.98,15.3
105345,1,0,13756.84,9504.74,0.1
112093,5,0,141379.91,118909.79,1.4
114113,2,0,36457.81,27916.59,2.4
102382,4,1,28624.04,23789.2,48.3
112523,1,0,8367.35,8779.69,0.3
108358,3,0,14639.84,12855.73,0.4
111411,1,0,8505.67,6722.09,36.2
109937,1,0,15160.64,15918.67,5.5
112117,0,0,0.0,0.0,0.0
114556,2,0,24161.05,20076.05,5.0
107728,1,0,18566.35,16135.25,27.5
112539,0,0,0.0,0.0,0.0
114361,1,0,5263.76,4700.38,14.7
109152,0,0,0.0,0.0,0.0
104819,5,0,22075.81,19032.24,0.1
105045,3,0,28331.45,23799.9,0.9
109439,2,0,17099.37,14656.53,46.4
113070,2,0,25415.4,19990.95,3.6
109498,3,0,30792.69,25880.87,5.9
112055,0,0,0.0,0.0,0.0
114190,1,0,8739.58,6417.27,29.1
109437,1,0,12969.73,10871.88,73.5
100554,2,1,39271.37,29570.94,143.7
102729,2,0,17703.71,14222.73,1.7
106017,3,0,43090.81,41715.02,11.9
106307,3,1,41532.99,32781.03,13.1
102130,2,1,2673.36,2240.4,10.3
106824,2,0,3396.27,2799.6,0.3
106189,1,0,11876.81,9164.83,0.7
108085,1,0,5366.84,4706.62,4.4
104897,2,1,10572.54,10564.69,6.2
101518,1,0,21650.07,17194.73,11.5
105477,0,0,0.0,0.0,0.0
110714,3,0,59269.29,56040.22,25.6
100805,0,0,0.0,0.0,0.0
110821,2,1,18855.24,12333.75,13.9
108918,1,0,10753.12,8249.75,0.9
112832,6,0,15751.95,16052.92,0.3
107569,2,0,21058.2,14135.23,37.4
106930,2,1,28650.35,25451.96,78.7
114986,4,0,73462.71,76623.75,0.0
110125,3,0,11548.98,10699.88,0.3
102726,1,1,5531.98,4644.05,40.3
104070,3,1,24209.09,20291.76,47.2
106423,2,0,12488.87,10345.15,48.1
110380,0,0,0.0,0.0,0.0
102535,1,0,7175.33,7081.58,0.2
105608,2,1,47347.35,32367.06,40.6
101674,2,0,10716.71,8760.35,0.4
110067,0,0,0.0,0.0,0.0
106138,0,0,0.0,0.0,0.0
106299,2,1,23153.83,24311.52,0.1
101892,0,0,0.0,0.0,0.0
105170,1,0,11549.72,8799.92,4.0
103488,2,0,9124.08,6851.22,0.0
105850,1,0,17973.12,14052.45,34.2
114080,3,0,31776.62,26682.49,0.1
112954,1,0,14939.91,14492.86,0.3
106895,2,0,6479.63,6153.56,0.6
105446,2,0,11862.09,9466.12,16.2
100774,1,0,6731.85,6382.45,31.4
101498,5,0,24020.35,19561.54,1.3
101796,2,1,8988.64,7861.41,19.0
114232,4,0,80311.34,65231.76,6.8
109449,0,0,0.0,0.0,0.0
111341,3,0,26587.93,24707.06,63.8
112114,3,0,35907.85,31103.5,1.9
107256,1,1,5461.79,4932.1,0.7
107108,1,0,13823.44,12626.91,1.6
102749,0,0,0.0,0.0,0.0
101574,3,0,22454.3,17529.88,0.2
107832,0,0,0.0,0.0,0.0
114661,3,0,114373.93,108266.81,35.8
103633,1,0,4199.72,4001.75,15.6
112854,3,0,17046.74,17899.08,0.6
102237,2,0,44736.69,38704.94,1.4
102993,3,0,82063.12,72620.11,61.8
100625,2,1,5846.76,4607.58,11.1
113265,1,0,7958.16,6732.25,5.5
104571,1,0,7152.62,6733.53,0.7
101551,2,0,35617.97,28037.26,29.6
106694,2,1,41342.02,35533.84,33.1
109557,0,0,0.0,0.0,0.0
105109,1,0,9744.79,8468.94,10.8
109168,3,0,6949.15,5643.52,16.4
110674,1,0,3710.63,2556.77,4.1
108456,1,0,7232.78,5062.0,4.4
101618,4,0,25638.3,22606.05,0.3
106331,2,0,3733.25,3744.97,6.8
101833,3,0,29373.9,26921.8,55.8
104018,1,0,19417.21,17980.12,30.4
105578,2,0,5122.13,4545.45,3.9
103422,2,0,19468.92,12505.07,3.2
111684,2,0,18896.95,16474.83,12.5
106272,2,1,31726.7,25521.86,9.0
108538,3,0,56770.99,50166.69,0.5
114666,1,0,3709.89,2980.72,79.8
105937,1,0,12315.62,12477.11,2.6
111713,0,0,0.0,0.0,0.0
101175,2,0,3038.54,2651.72,3.1
103663,4,0,47755.9,38403.85,5.0
103119,2,0,25315.77,19996.87,57.6
103636,1,0,19532.44,15943.65,3.8
103518,3,0,20868.19,20273.14,12.3
112407,1,1,21997.66,20908.86,23.2
109404,1,0,2461.9,1886.74,53.4
107693,4,0,102266.61,97185.32,2.7
102191,2,0,14166.49,11959.48,23.5
109105,4,0,139226.33,130410.64,1.3
104538,0,0,0.0,0.0,0.0
100507,4,0,70185.41,53149.01,7.0
111053,6,0,51000.49,52317.79,0.4
106979,2,0,43545.98,39116.63,5.2
111519,3,0,45822.21,40069.76,0.2
107348,3,0,13167.58,13645.95,0.5
102069,5,1,103180.88,97240.08,0.5
107779,1,0,20900.01,17000.3,17.2
100324,0,0,0.0,0.0,0.0
106221,4,0,57762.96,45821.76,4.1
108071,1,0,9292.57,7392.26,18.9
100515,1,1,4685.62,3448.14,216.6
107923,1,0,10997.5,9530.18,37.8
104415,1,0,5402.96,5496.17,3.2
113966,4,0,25118.4,21226.07,5.4
107103,2,0,6534.63,5880.1,0.9
105080,4,0,90994.55,71774.6,59.6
101011,2,0,4649.78,3848.37,7.1
111715,6,0,75115.67,66318.5,6.5
106900,0,0,0.0,0.0,0.0
111256,1,0,7468.59,7709.75,7.5
109746,1,0,20326.0,10460.71,33.5
106740,1,0,24338.68,22679.54,22.5
110144,4,0,33707.64,32537.32,0.2
106811,3,0,44403.28,44806.19,0.2
109149,4,0,54673.62,43896.24,2.0
104250,0,0,0.0,0.0,0.0
109135,2,0,20495.84,15443.91,10.1
105916,2,0,8641.05,8566.87,0.2
104260,2,0,10046.93,7033.28,14.2
107462,2,0,30028.81,24698.69,0.6
104040,2,0,31004.35,26402.59,1.0
111052,0,0,0.0,0.0,0.0
114738,0,0,0.0,0.0,0.0
110898,2,0,5898.42,5116.12,0.5
113498,0,0,0.0,0.0,0.0
114492,2,0,6622.77,6348.84,1.4
111164,5,0,96316.29,83589.13,3.9
106849,4,1,36914.48,30640.07,12.9
101080,3,0,58040.25,48398.5,7.2
110405,1,0,3567.95,3670.13,0.2
102695,0,0,0.0,0.0,0.0
101426,4,0,46902.28,44214.02,1.9
109491,0,0,0.0,0.0,0.0
103886,0,0,0.0,0.0,0.0
113713,5,0,71439.54,64884.84,0.3
101182,2,0,31317.39,25020.56,7.0
100317,0,0,0.0,0.0,0.0
105819,3,1,38441.62,35982.22,50.7
112463,1,0,19224.35,15418.52,1.9
108823,0,0,0.0,0.0,0.0
111696,1,0,11304.63,10933.88,60.6
106311,2,0,14210.47,11743.0,95.7
105019,1,0,3206.61,2616.69,0.2
102126,1,0,2002.69,1532.99,10.0
110482,1,1,4582.44,2846.77,42.6
112030,4,0,17721.14,16822.46,0.3
106441,1,0,19786.45,18399.81,3.1
101690,5,0,19575.77,18200.25,15.6
103675,1,0,14474.22,13062.54,10.2
105268,2,1,23703.33,17262.96,5.8
112973,2,0,8992.19,7453.35,2.8
110207,2,0,26223.61,21318.69,7.6
110031,2,0,11279.19,9007.45,16.2
108237,1,0,16003.73,13937.69,83.8
101332,3,0,8065.42,5904.85,1.2
114655,3,0,10882.61,10297.17,9.7
100273,1,0,3846.89,2493.73,54.3
105768,1,0,9551.93,9892.32,8.1
111141,6,0,52659.51,55292.49,1.0
102876,1,0,2476.14,1871.55,46.9
112158,2,1,19743.71,19312.15,26.7
101135,3,0,26853.74,22112.08,13.2
100522,1,0,6685.21,5679.23,0.2
104303,0,0,0.0,0.0,0.0
101084,2,0,10601.75,8568.26,10.9
114967,2,0,5811.95,4175.99,52.7
105244,3,0,16819.88,17596.69,0.6
104033,6,0,66256.29,57638.37,1.5
107393,1,1,11598.83,8703.6,71.5
111781,0,0,0.0,0.0,0.0
110280,1,0,16467.28,14061.07,18.8
114546,1,0,9719.06,7321.71,27.4
110769,0,0,0.0,0.0,0.0
107151,1,0,13239.91,12737.22,36.1
107609,3,0,57275.07,49047.88,0.3
105579,0,0,0.0,0.0,0.0
106656,2,0,21600.97,20340.01,0.3
101734,2,1,6433.31,5389.24,6.4
113722,1,0,11990.55,11105.48,48.8
107585,4,0,27688.54,26193.59,0.2
102367,0,0,0.0,0.0,0.0
106903,1,0,18366.39,9727.27,29.4
109208,1,0,7518.57,7312.16,1.1
110541,2,0,12198.21,9318.98,7.4
106212,1,0,2643.5,2533.44,4.4
105878,0,0,0.0,0.0,0.0
105509,2,0,15086.3,13159.49,0.8
110538,2,0,38321.43,33071.1,0.4
104217,3,0,34562.55,36290.68,0.0
110549,2,0,20972.82,20041.83,0.3
101043,4,0,30235.46,29318.03,2.9
107539,1,0,3910.26,3703.77,0.9
109207,1,0,19382.51,17903.05,21.1
110445,3,0,57571.96,38108.82,6.2
110695,1,0,2968.23,2085.17,9.3
114016,1,0,4486.41,4357.32,3.0
101116,2,0,6602.32,6378.76,0.5
107200,1,1,11589.26,10160.77,32.6
109521,2,1,37076.73,24154.57,59.1
102054,3,0,17190.26,16344.44,0.1
113384,0,0,0.0,0.0,0.0
103313,1,0,10167.38,9513.78,2.8
103125,1,0,3180.91,2298.14,1.2
104895,1,0,17770.78,18659.32,1.5
107556,1,0,9978.3,8689.55,0.1
109812,4,1,29356.81,25980.24,18.6
111992,3,0,31964.93,30669.7,0.8
105566,0,0,0.0,0.0,0.0
113087,1,0,2677.23,2811.09,1.1
109810,0,0,0.0,0.0,0.0
100145,2,0,45952.22,37222.76,16.7
108433,1,0,11332.42,8240.61,46.1
105517,0,0,0.0,0.0,0.0
100948,1,0,27477.4,25091.42,1.7
109653,2,1,30789.11,29630.21,2.5
106054,4,0,10816.49,9633.4,0.5
113325,1,0,23021.91,20242.23,3.2
112231,1,0,14998.89,14550.93,6.1
108781,1,0,5911.06,5598.85,0.2
112274,3,1,38444.35,30585.9,13.2
101688,3,0,30722.19,30995.37,0.1
104483,1,0,31688.01,28128.47,5.5
113080,1,0,5494.43,4049.39,131.3
102240,3,0,22041.3,20134.2,0.4
105020,4,0,100415.68,98545.05,5.9
109077,1,0,17185.63,14036.54,5.6
100123,4,0,16171.8,12571.81,7.3
109530,0,0,0.0,0.0,0.0
101166,3,0,15346.44,14723.43,4.8
103299,2,0,19917.41,18949.23,9.4
104295,1,0,9179.38,9243.24,0.2
108912,1,0,27270.42,23759.93,1.0
104205,3,0,8157.42,7264.65,0.2
110928,1,0,17919.65,14532.05,19.9
102890,0,0,0.0,0.0,0.0
104887,3,0,33575.16,30446.24,0.0
111029,1,0,5970.95,5777.91,12.4
109995,0,0,0.0,0.0,0.0
112179,1,0,8670.14,7441.51,6.3
109157,1,0,5952.16,5125.28,8.4
106714,4,0,98517.42,90587.85,4.0
101676,1,0,13143.81,12563.97,0.0
106549,3,0,36417.27,32362.6,1.8
104705,4,0,9511.79,9204.7,4.2
102677,1,0,11024.45,7898.23,126.6
106614,2,0,38106.69,30156.77,75.8
102597,4,0,27271.01,21637.01,1.0
109560,1,0,14709.66,12106.75,0.1
108857,0,0,0.0,0.0,0.0
109492,2,0,38553.76,26922.97,5.1
100569,0,0,0.0,0.0,0.0
110355,2,0,12254.76,9825.25,2.6
113422,2,1,16806.66,15732.14,27.8
108953,5,1,75423.6,58266.34,11.8
105999,4,0,25691.22,25468.93,1.7
105230,3,1,33483.88,23751.45,10.1
101985,0,0,0.0,0.0,0.0
102326,3,0,45104.51,44252.84,0.2
101310,1,0,7039.88,5402.23,55.1
108179,2,0,50340.79,52857.83,5.0
104248,1,0,13615.5,11944.97,0.6
107077,2,1,26689.59,19442.9,121.1
106389,3,0,6086.25,6390.56,0.2
107699,3,0,38786.3,37268.47,4.8
103084,0,0,0.0,0.0,0.0
102602,3,1,18741.98,16909.62,8.2
112557,3,0,19912.62,17844.85,0.8
101526,2,0,6455.7,5424.34,2.8
110914,4,1,26916.9,23897.86,0.0
105585,2,0,6950.09,5880.45,34.5
111877,2,0,3949.36,3089.86,1.4
109724,2,0,36955.27,35177.79,0.3
102256,1,0,2052.52,1580.01,2.9
100505,3,0,69560.24,65356.92,0.2
112476,1,0,13920.57,13230.22,13.9
102332,0,0,0.0,0.0,0.0
111303,0,0,0.0,0.0,0.0
105292,2,1,6643.59,5586.74,17.6
105980,0,0,0.0,0.0,0.0
113834,3,0,10176.15,9171.25,14.9
101103,1,0,11896.27,8533.27,22.5
108424,1,0,14943.93,12449.33,4.7
109203,2,0,8685.46,6123.77,45.4
108496,0,0,0.0,0.0,0.0
100618,0,0,0.0,0.0,0.0
114842,1,0,4280.93,3741.77,0.2
107697,1,0,10713.27,8983.37,1.1
109706,0,0,0.0,0.0,0.0
100777,2,0,25052.85,23311.5,3.4
107537,2,0,10521.7,8673.22,15.5
109514,0,0,0.0,0.0,0.0
112831,0,0,0.0,0.0,0.0
102313,2,0,17501.47,13872.48,51.6
100719,1,0,5031.08,4393.8,6.0
106578,2,0,16218.71,14368.83,11.9
110953,4,0,48994.05,43899.19,0.5
111340,2,0,18447.01,16255.97,6.1
106553,3,0,18366.93,17689.55,28.6
102108,3,0,64454.21,56345.77,0.8
112614,3,0,33154.35,32990.25,0.8
101866,1,1,5489.2,3933.07,39.5
113415,3,1,40037.15,31406.55,49.3
111828,3,0,36637.61,32146.95,25.6
111653,1,0,8599.82,7256.19,0.6
101932,2,0,7130.53,5593.29,31.4
106666,4,0,52996.38,37193.35,0.1
113659,3,0,8019.81,6859.23,9.4
114685,1,0,5483.82,3008.3,0.0
112319,0,0,0.0,0.0,0.0
103302,1,0,2539.25,2032.97,104.1
109092,0,0,0.0,0.0,0.0
113774,3,0,37436.89,34464.0,29.8
100848,1,0,12968.35,10175.49,0.0
105925,2,0,9279.65,8388.1,51.6
106573,0,0,0.0,0.0,0.0
112540,3,0,54478.3,53028.09,0.1
114340,1,0,2300.48,1893.73,0.8
105857,4,0,96728.77,93810.08,6.0
110079,3,1,15972.22,16077.46,2.1
107929,3,0,14392.72,13563.97,1.2
110235,4,0,83653.2,83257.01,0.2
111466,3,0,37464.65,29072.19,0.0
103232,4,0,25187.71,14436.55,21.7
104154,1,0,17838.65,15597.59,40.0
113545,0,0,0.0,0.0,0.0
114152,1,0,5615.56,5362.76,16.9
105664,1,0,4769.98,4018.53,1.5
110159,4,0,89543.37,84580.44,0.3
113024,0,0,0.0,0.0,0.0
109591,0,0,0.0,0.0,0.0
109230,3,1,77730.45,76159.34,16.5
110152,2,0,17733.69,14361.13,38.1
103031,3,0,18059.49,18962.46,0.7
114508,4,0,76446.59,72382.47,17.7
106487,3,0,40506.81,42532.15,16.6
105204,1,0,22780.58,15182.65,17.9
112699,0,0,0.0,0.0,0.0
101903,1,0,9110.36,7440.21,80.0
111809,1,0,10932.15,10015.16,0.2
103967,0,0,0.0,0.0,0.0
113824,0,0,0.0,0.0,0.0
114741,3,1,19143.84,15191.91,95.0
104835,1,0,15220.29,12081.98,13.6
102787,0,0,0.0,0.0,0.0
105765,2,0,11036.71,8407.19,19.3
109463,3,0,21683.33,19665.46,5.5
105993,1,0,14398.37,13417.38,26.9
106091,0,0,0.0,0.0,0.0
105541,2,0,24814.97,18972.51,18.2
108880,0,0,0.0,0.0,0.0
110963,4,0,66504.66,43391.91,4.7
106821,3,1,20244.29,17773.35,12.6
102009,2,1,8567.56,7922.06,12.6
101439,1,0,9954.45,7928.6,2.1
111450,7,0,139103.28,112552.25,20.6
100931,1,0,9807.73,9382.21,0.1
108214,1,0,15367.27,14720.04,0.2
113683,1,0,1903.11,1621.7,37.4
112269,3,0,47504.31,39670.88,0.1
114549,1,0,11773.78,9293.57,4.2
100640,1,1,5640.3,4620.29,9.6
102284,3,0,41637.43,34584.96,21.8
109479,2,0,30279.95,29098.62,0.1
109069,3,0,27862.45,22924.89,4.2
106544,4,0,60386.25,51565.22,2.0
105751,0,0,0.0,0.0,0.0
107571,1,0,2908.28,3053.69,0.3
113194,1,0,19259.94,15296.62,35.2
114995,4,0,55973.12,52120.21,0.0
102540,0,0,0.0,0.0,0.0
